"Observed 
 Wavelength 
 Vac (nm)","Unc. 
 (nm)","Ritz 
 Wavelength 
 Vac (nm)","Unc. 
 (nm)","Rel. 
 Int. 
(?)","Aki
 (s−1)",Acc.,"Ei 
 (cm−1)",,"Ek 
 (cm−1)","Lower Level 
 Conf., Term, J",,,"Upper Level 
 Conf., Term, J",,,Type,"TP
Ref.","Line
Ref."
,,5 263.685,0.004,,1.31E+03,AAA,107 440.4508,-,[109 340.2604],7,,,18,,,,T8637,
,,5 379.776,0.004,,1.78E+03,AAA,107 440.4508,-,[109 299.2642],7,,,17,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,5 525.190,0.006,-150,2.47E+03,AAA,107 440.4508,-,[109 250.3433],7,,,16,,,,T8637,
,,5 711.464,0.006,-180,3.52E+03,AAA,107 440.4508,-,[109 191.3154],7,,,15,,,,T8637,
,,5 908.220,0.008,-540,7.07E+04,AAA,106 632.1681,-,108 324.7253,6,,,9,,,,T8637,
,,5 956.845,0.006,-210,5.16E+03,AAA,107 440.4508,-,[109 119.1917],7,,,14,,,,T8637,
,,6 291.918,0.007,-250,7.85E+03,AAA,107 440.4508,-,[109 029.7913],7,,,13,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,6 771.993,0.006,-300,1.25E+04,AAA,107 440.4508,-,108 917.1209,7,,,12,,,,T8637,
,,6 946.756,0.006,,6.89E+02,AAA,107 965.0568,-,[109 404.5776],8,,,20,,,,T8637,
,,7 092.708,0.006,,9.07E+02,AAA,107 965.0568,-,[109 374.9555],8,,,19,,,,T8637,
,,7 271.651,0.006,,1.22E+03,AAA,107 965.0568,-,[109 340.2604],8,,,18,,,,T8637,
,,7 459.71725,0.00022,,3.75E+05,AAA,105 291.62867,-,[106 632.1620536],5p,2P°,1/2,6d,2D,3/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 459.72976,0.00022,,2.43E+05,AAA,[105 291.63094],-,[106 632.1620756],5s,2S,1/2,6p,2P°,3/2,,T7771,
,,7 459.78520,0.00022,,8.94E+04,AAA,105 291.62867,-,106 632.1498416,5p,2P°,1/2,6s,2S,1/2,,T7771,
,,7 459.80517,0.00022,,2.43E+05,AAA,[105 291.63094],-,[106 632.1485242],5s,2S,1/2,6p,2P°,1/2,,T7771,
,,7 459.82191,0.00013,,6.75E+05,AAA,105 291.651993,-,(106 632.16656761),5d,2D,3/2,6f,2F°,5/2,,T7771,
,,7 459.82244,0.00022,,4.49E+05,AAA,105 291.65209,-,106 632.1665697,5p,2P°,3/2,6d,2D,5/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 459.84691,0.00013,,9.59E+03,AAA,105 291.651993,-,[106 632.1620756],5d,2D,3/2,6p,2P°,3/2,,T7771,
,,7 459.84757,0.00022,,7.49E+04,AAA,105 291.65209,-,[106 632.1620536],5p,2P°,3/2,6d,2D,3/2,,T7771,
,,7 459.85277,0.00013,,7.23E+05,AAA,[105 291.659796],-,(106 632.16882614),5d,2D,5/2,6f,2F°,7/2,,T7771,
,,7 459.8530091,0.0000006,,1.07E+06,AAA,(105 291.65983494),-,(106 632.16882188),5f,2F°,5/2,6g,2G,7/2,,T7771,
,,7 459.86534,0.00013,,4.82E+04,AAA,[105 291.659796],-,(106 632.16656761),5d,2D,5/2,6f,2F°,5/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 459.8655424,0.0000022,,1.86E+03,AAA,(105 291.65983494),-,106 632.1665697,5f,2F°,5/2,6d,2D,5/2,,T7771,
,,7 459.8670,0.0003,,1.11E+06,AAA,105 291.66370,-,(106 632.17017701),5f,2F°,7/2,6g,2G,9/2,,T7771,
,,7 459.86716042,0.00000005,,1.61E+06,AAA,(105 291.66373033),-,(106 632.17017434),5g,2G,7/2,6h,2H°,9/2,,T7771,
,,7 459.8745,0.0003,,3.95E+04,AAA,105 291.66370,-,(106 632.16882188),5f,2F°,7/2,6g,2G,7/2,,T7771,
,,7 459.87466311,0.00000005,,3.16E+02,AAA,(105 291.66373033),-,(106 632.16882614),5g,2G,7/2,6f,2F°,7/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 459.87516407,0.00000005,,1.64E+06,AAA,(105 291.66607200),-,(106 632.17107779),5g,2G,9/2,6h,2H°,11/2,,T7771,
,,7 459.88019175,0.00000005,,3.66E+04,AAA,(105 291.66607200),-,(106 632.17017434),5g,2G,9/2,6h,2H°,9/2,,T7771,
,,7 459.8871,0.0003,,3.72E+04,AAA,105 291.66370,-,106 632.1665697,5f,2F°,7/2,6d,2D,5/2,,T7771,
,,7 459.88723179,0.00000005,,1.14E+04,AAA,(105 291.66373033),-,(106 632.16656761),5g,2G,7/2,6f,2F°,5/2,,T7771,
,,7 459.88769446,0.00000005,,1.11E+04,AAA,(105 291.66607200),-,(106 632.16882614),5g,2G,9/2,6f,2F°,7/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 459.89034,0.00013,,8.63E+04,AAA,[105 291.659796],-,[106 632.1620756],5d,2D,5/2,6p,2P°,3/2,,T7771,
,,7 459.890674,0.000007,,3.91E+04,AAA,(105 291.65983494),-,[106 632.1620536],5f,2F°,5/2,6d,2D,3/2,,T7771,
7 459.90,0.06,7 459.84,0.03,-3000,1.03E+06,AAA,105 291.657,-,106 632.1681,5,,,6,,,,T8637,L7452
,,7 459.91553,0.00022,,1.79E+05,AAA,105 291.65209,-,106 632.1498416,5p,2P°,3/2,6s,2S,1/2,,T7771,
,,7 459.92233,0.00013,,9.59E+04,AAA,105 291.651993,-,[106 632.1485242],5d,2D,3/2,6p,2P°,1/2,,T7771,
,,,,,,,,,,,,,,,,,,
,,7 495.087,0.007,,1.66E+03,AAA,107 965.0568,-,[109 299.2642],8,,,17,,,,T8637,
7 502.44,0.17,7 502.502,0.012,620,1.56E+05,AAA,106 632.1681,-,107 965.0568,6,,,8,,,,T8637,L7452
,,7 508.107,0.008,-360,2.12E+04,AAA,107 440.4508,-,108 772.3445,7,,,11,,,,T8637,
,,7 780.366,0.01,-130,2.33E+03,AAA,107 965.0568,-,[109 250.3433],8,,,16,,,,T8637,
8 154.84,0.05,8 154.887,0.011,120,3.36E+03,AAA,107 965.0568,-,[109 191.3154],8,,,15,,,,T8637,L7424c32
,,,,,,,,,,,,,,,,,,
8 664.460,0.023,8 664.498,0.011,180,5.01E+03,AAA,107 965.0568,-,[109 119.1917],8,,,14,,,,T8637,L7424c32
8 760.064,0.014,8 760.068,0.012,420,3.90E+04,AAA,107 440.4508,-,108 581.9945,7,,,10,,,,T8637,L7424c32
,,9 260.526,0.01,,6.45E+02,AAA,108 324.7253,-,[109 404.5776],9,,,20,,,,T8637,
9 392.03,0.03,9 392.013,0.014,60,7.80E+03,AAA,107 965.0568,-,[109 029.7913],8,,,13,,,,T8637,L7424c32
,,9 521.722,0.011,,8.56E+02,AAA,108 324.7253,-,[109 374.9555],9,,,19,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,9 847.025,0.012,,1.16E+03,AAA,108 324.7253,-,[109 340.2604],9,,,18,,,,T8637,
,,10 261.263,0.013,,1.60E+03,AAA,108 324.7253,-,[109 299.2642],9,,,17,,,,T8637,
10 503.507,0.018,10 503.494,0.012,190,1.29E+04,AAA,107 965.0568,-,108 917.1209,8,,,12,,,,T8637,L7424c32
10 803.59,0.07,10 803.593,0.02,80,2.27E+03,AAA,108 324.7253,-,[109 250.3433],9,,,16,,,,T8637,L7424c32
11 308.681,0.018,11 308.706,0.017,420,8.24E+04,AAA,107 440.4508,-,108 324.7253,7,,,9,,,,T8637,L7424c32
,,,,,,,,,,,,,,,,,,
11 539.54,0.04,11 539.481,0.021,110,3.33E+03,AAA,108 324.7253,-,[109 191.3154],9,,,15,,,,T8637,L6002
,,12 156.826,0.019,,6.17E+02,AAA,108 581.9945,-,[109 404.5776],10,,,20,,,,T8637,
12 371.912,0.02,12 371.91,0.03,410,4.56E+05,AAA,106 632.1681,-,107 440.4508,6,,,7,,,,T8637,L7424c32
12 387.153,0.018,12 387.158,0.017,340,2.30E+04,AAA,107 965.0568,-,108 772.3445,8,,,11,,,,T8637,L7424c32
12 587.05,0.03,12 587.065,0.022,210,5.08E+03,AAA,108 324.7253,-,[109 119.1917],9,,,14,,,,T8637,L7424c32
,,,,,,,,,,,,,,,,,,
,,12 610.961,0.021,,8.25E+02,AAA,108 581.9945,-,[109 374.9555],10,,,19,,,,T8637,
,,13 187.986,0.023,,1.13E+03,AAA,108 581.9945,-,[109 340.2604],10,,,18,,,,T8637,
,,13 941.76,0.03,,1.58E+03,AAA,108 581.9945,-,[109 299.2642],10,,,17,,,,T8637,
,,14 183.07,0.03,-130,8.19E+03,AAA,108 324.7253,-,[109 029.7913],9,,,13,,,,T8637,
,,14 962.25,0.04,-70,2.28E+03,AAA,108 581.9945,-,[109 250.3433],10,,,16,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,15 816.95,0.03,,6.03E+02,AAA,108 772.3445,-,[109 404.5776],11,,,20,,,,T8637,
,,16 209.09,0.04,-270,4.68E+04,AAA,107 965.0568,-,108 581.9945,8,,,10,,,,T8637,
,,16 411.71,0.05,-70,3.42E+03,AAA,108 581.9945,-,[109 191.3154],10,,,15,,,,T8637,
,,16 594.45,0.03,,8.14E+02,AAA,108 772.3445,-,[109 374.9555],11,,,19,,,,T8637,
,,16 880.61,0.03,-140,1.43E+04,AAA,108 324.7253,-,108 917.1209,9,,,12,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,17 608.24,0.04,,1.13E+03,AAA,108 772.3445,-,[109 340.2604],11,,,18,,,,T8637,
,,18 615.14,0.06,-80,5.42E+03,AAA,108 581.9945,-,[109 119.1917],10,,,14,,,,T8637,
,,18 978.22,0.04,,1.61E+03,AAA,108 772.3445,-,[109 299.2642],11,,,17,,,,T8637,
19 061.96,0.04,19 061.92,0.04,540,2.27E+05,AAA,107 440.4508,-,107 965.0568,7,,,8,,,,T8637,L7455
,,20 514.64,0.05,,6.01E+02,AAA,108 917.1209,-,[109 404.5776],12,,,20,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,20 920.55,0.07,-19,2.38E+03,AAA,108 772.3445,-,[109 250.3433],11,,,16,,,,T8637,
,,21 841.95,0.05,,8.22E+02,AAA,108 917.1209,-,[109 374.9555],12,,,19,,,,T8637,
,,22 331.56,0.09,-90,9.23E+03,AAA,108 581.9945,-,[109 029.7913],10,,,13,,,,T8637,
,,22 340.42,0.06,-140,2.81E+04,AAA,108 324.7253,-,108 772.3445,9,,,11,,,,T8637,
,,23 632.87,0.06,,1.16E+03,AAA,108 917.1209,-,[109 340.2604],12,,,18,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,23 868.01,0.09,-21,3.70E+03,AAA,108 772.3445,-,[109 191.3154],11,,,15,,,,T8637,
,,26 168.19,0.08,,1.69E+03,AAA,108 917.1209,-,[109 299.2642],12,,,17,,,,T8637,
,,26 681.87,0.1,,6.12E+02,AAA,[109 029.7913],-,[109 404.5776],13,,,20,,,,T8637,
27 803.50,0.08,27 803.38,0.08,-220,1.23E+05,AAA,107 965.0568,-,108 324.7253,8,,,9,,,,T8637,L7455
,,28 831.14,0.12,-21,6.19E+03,AAA,108 772.3445,-,[109 119.1917],11,,,14,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,28 971.72,0.12,,8.53E+02,AAA,[109 029.7913],-,[109 374.9555],13,,,19,,,,T8637,
,,29 839.49,0.12,-80,1.77E+04,AAA,108 581.9945,-,108 917.1209,10,,,12,,,,T8637,
,,30 009.99,0.14,-14,2.60E+03,AAA,108 917.1209,-,[109 250.3433],12,,,16,,,,T8637,
,,32 209.32,0.15,,1.23E+03,AAA,[109 029.7913],-,[109 340.2604],13,,,18,,,,T8637,
,,35 040.27,0.16,,6.40E+02,AAA,[109 119.1917],-,[109 404.5776],14,,,20,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,36 470.46,0.2,-14,4.27E+03,AAA,108 917.1209,-,[109 191.3154],12,,,15,,,,T8637,
,,37 109.48,0.19,,1.87E+03,AAA,[109 029.7913],-,[109 299.2642],13,,,17,,,,T8637,
,,38 842.98,0.24,-20,1.16E+04,AAA,108 772.3445,-,[109 029.7913],11,,,13,,,,T8637,
,,38 869.79,0.21,-110,7.15E+04,AAA,108 324.7253,-,108 581.9945,9,,,10,,,,T8637,
,,39 098.57,0.2,,9.14E+02,AAA,[109 119.1917],-,[109 374.9555],14,,,19,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,45 234.8,0.3,,1.37E+03,AAA,[109 119.1917],-,[109 340.2604],14,,,18,,,,T8637,
,,45 340.8,0.4,-22,3.03E+03,AAA,[109 029.7913],-,[109 250.3433],13,,,16,,,,T8637,
,,46 890.6,0.3,,6.90E+02,AAA,[109 191.3154],-,[109 404.5776],15,,,20,,,,T8637,
,,49 487.6,0.3,-13,7.88E+03,AAA,108 917.1209,-,[109 119.1917],12,,,14,,,,T8637,
,,52 534.8,0.4,-60,4.38E+04,AAA,108 581.9945,-,108 772.3445,10,,,11,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,54 454.3,0.4,,1.02E+03,AAA,[109 191.3154],-,[109 374.9555],15,,,19,,,,T8637,
,,55 533.2,0.4,,2.19E+03,AAA,[109 119.1917],-,[109 299.2642],14,,,17,,,,T8637,
,,61 910.3,0.7,-20,5.50E+03,AAA,[109 029.7913],-,[109 191.3154],13,,,15,,,,T8637,
,,64 836.4,0.6,,7.77E+02,AAA,[109 250.3433],-,[109 404.5776],16,,,20,,,,T8637,
,,67 138.9,0.6,,1.62E+03,AAA,[109 191.3154],-,[109 340.2604],15,,,18,,,,T8637,
,,,,,,,,,,,,,,,,,,
69 071.7,2.4,69 072.0,0.5,14bl,2.80E+04,AAA,108 772.3445,-,108 917.1209,11,,,12,,,,T8637,u32
,,76 247.6,1,-28,3.93E+03,AAA,[109 119.1917],-,[109 250.3433],14,,,16,,,,T8637,
,,80 249.0,0.9,,1.22E+03,AAA,[109 250.3433],-,[109 374.9555],16,,,19,,,,T8637,
88 761.0,8,88 754.5,1.1,9bl,1.86E+04,AAA,108 917.1209,-,[109 029.7913],12,,,13,,,,T8637,u32
,,92 636.5,1.1,,2.86E+03,AAA,[109 191.3154],-,[109 299.2642],15,,,17,,,,T8637,
,,,,,,,,,,,,,,,,,,
,,94 954.7,1.3,,9.30E+02,AAA,[109 299.2642],-,[109 404.5776],17,,,20,,,,T8637,
,,111 213.6,1.7,,2.13E+03,AAA,[109 250.3433],-,[109 340.2604],16,,,18,,,,T8637,
111 863.0,9,111 856.3,2.3,14bl,1.27E+04,AAA,[109 029.7913],-,[109 119.1917],13,,,14,,,,T8637,u32
,,132 115.6,2.4,,1.61E+03,AAA,[109 299.2642],-,[109 374.9555],17,,,19,,,,T8637,
138 750.0,80,138 651,3,19,8.93E+03,AAA,[109 119.1917],-,[109 191.3154],14,,,15,,,,T8637,L7352
,,,,,,,,,,,,,,,,,,
,,155 479,3,,1.24E+03,AAA,[109 340.2604],-,[109 404.5776],18,,,20,,,,T8637,
169 423.0,14,169 411,5,16,6.43E+03,AAA,[109 191.3154],-,[109 250.3433],15,,,16,,,,T8637,L7352
,,204 412,8,-11,4.72E+03,AAA,[109 250.3433],-,[109 299.2642],16,,,17,,,,T8637,
,,243 925,12,-8,3.53E+03,AAA,[109 299.2642],-,[109 340.2604],17,,,18,,,,T8637,
,,288 225,17,-6,2.68E+03,AAA,[109 340.2604],-,[109 374.9555],18,,,19,,,,T8637,
,,,,,,,,,,,,,,,,,,
337 600.0,60,337 586,23,-4,2.07E+03,AAA,[109 374.9555],-,[109 404.5776],19,,,20,,,,T8637,L9739
,,392 280,30,-3,,,[109 404.5776],-,[109 430.0696],20,,,21,,,,,
452 570.0,60,452 580,40,-2,,,[109 430.0696],-,[109 452.1650],21,,,22,,,,,L9739
,,518 760,50,-2,,,[109 452.1650],-,[109 471.4416],22,,,23,,,,,
,,591 100,70,-1,,,[109 471.4416],-,[109 488.3592],23,,,24,,,,,
,,,,,,,,,,,,,,,,,,
,,669 870,90,-1,,,[109 488.3592],-,[109 503.2875],24,,,25,,,,,
,,755 330,110,-1,,,[109 503.2875],-,[109 516.5267],25,,,26,,,,,
,,847 770,140,-1,,,[109 516.5267],-,[109 528.3223],26,,,27,,,,,
27 330 560.0,250,27 330 760,40,,,,82 258.9191133,-,82 259.2850014,2p,2P°,1/2,2p,2P°,3/2,UT,,L1488
30 247 840.0,40,30 247 840,40,,6.60E-07,AAA,82 258.9543992821,-,82 259.2850014,2s,2S,1/2,2p,2P°,3/2,,T7771,L7320
,,,,,,,,,,,,,,,,,,
74 702 300.0,900,74 702 100,900,,,,97 492.221701,-,97 492.355566,3s,2S,1/2,3d,2D,5/2,E2,,L4937
92 235 000.0,11 000.0,92 241 600,900,,,,97 492.211200,-,97 492.319611,3p,2P°,1/2,3p,2P°,3/2,UT,,L6891
92 390 000.0,90 000.0,92 393 000,17 000,,8.68E-08,AAA,97 492.211200,-,97 492.319433,3p,2P°,1/2,3d,2D,3/2,,T7771,L4353
102 200 000.0,40 000.0,102 134 600,2 100,,1.03E-07,AAA,97 492.221701,-,97 492.319611,3s,2S,1/2,3p,2P°,3/2,,T7771,L1164
102 320 000.0,30 000.0,102 321 000,21 000,,,,97 492.221701,-,97 492.319433,3s,2S,1/2,3d,2D,3/2,E2,,L2271
,,,,,,,,,,,,,,,,,,
177 080 000.0,40 000.0,177 098 000,3 000,,,,102 823.8530211,-,102 823.9094871,4s,2S,1/2,4d,2D,5/2,E2,,L4353
218 650 000.0,190 000.0,218 970 000,40 000,,2.78E-08,AAA,102 823.8485825,-,102 823.894250,4p,2P°,1/2,4d,2D,3/2,,T7771,L1164
218 690 000.0,40 000.0,218 651 000,3 000,,,,102 823.8485825,-,102 823.8943175,4p,2P°,1/2,4p,2P°,3/2,UT,,L10329
242 200 000.0,60 000.0,242 152 000,3 000,,2.57E-08,AAA,102 823.8530211,-,102 823.8943175,4s,2S,1/2,4p,2P°,3/2,,T7771,L2260
242 700 000.0,400 000.0,242 550 000,50 000,,,,102 823.8530211,-,102 823.894250,4s,2S,1/2,4d,2D,3/2,E2,,L4353
,,,,,,,,,,,,,,,,,,
276 800 000.0,800 000.0,276 760 000,150 000,,,,97 492.319433,-,97 492.355566,3d,2D,3/2,3d,2D,5/2,UT,,L4353
278 100 000.0,300 000.0,278 125 000,18 000,,3.82E-09,AAA,97 492.319611,-,97 492.355566,3p,2P°,3/2,3d,2D,5/2,,T7771,L4353
283 398 700.0,2 400.0,283 398 700,2 400,,,,82 258.9191133,-,82 258.9543992821,2p,2P°,1/2,2s,2S,1/2,,,L6644
426 000 000.0,4 000 000.0,428 800 000,700 000,,1.01E-08,AAA,105 291.62867,-,105 291.651993,5p,2P°,1/2,5d,2D,3/2,,T7771,L1164
427 043 000.0,7 000.0,426 985 000,7 000,,,,105 291.62867,-,105 291.65209,5p,2P°,1/2,5p,2P°,3/2,UT,,L15291c34
,,,,,,,,,,,,,,,,,,
482 000 000.0,9 000 000.0,472 813 000,16 000,,8.64E-09,AAA,[105 291.63094],-,105 291.65209,5s,2S,1/2,5p,2P°,3/2,,T7771,L1164
656 200 000.0,300 000.0,656 300 000,300 000,,,,102 823.894250,-,102 823.9094871,4d,2D,3/2,4d,2D,5/2,UT,,L15291c35
656 300 000.0,2 300 000.0,656 200 000,2 200 000,,7.24E-10,AAA,102 823.894250,-,102 823.90949,4d,2D,3/2,4f,2F°,5/2,,T7771,L1164
657 900 000.0,2 300 000.0,659 210 000,40 000,,1.22E-09,AAA,102 823.8943175,-,102 823.9094871,4p,2P°,3/2,4d,2D,5/2,,T7771,L1164
737 931 000.0,15 000.0,737 931 000,16 000,,,,[106 632.1485242],-,[106 632.1620756],6p,2P°,1/2,6p,2P°,3/2,UT,,L15291c34
,,,,,,,,,,,,,,,,,,
952 270 000.0,150 000.0,952 290 000,150 000,,,,97 492.211200,-,97 492.221701,3p,2P°,1/2,3s,2S,1/2,,,L1764
1 171 806 000.0,23 000.0,1 172 333 000,23 000,,,,[107 440.43850],-,[107 440.44703],7p,2P°,1/2,7p,2P°,3/2,UT,,L15291c34
1 281 600 000.0,400 000.0,1 281 600 000,500 000,,,,105 291.651993,-,[105 291.659796],5d,2D,3/2,5d,2D,5/2,UT,,L15291c35
1 292 000 000.0,17 000 000.0,1 298 000 000,7 000 000,,4.39E-10,AAA,105 291.65209,-,[105 291.659796],5p,2P°,3/2,5d,2D,5/2,,T7771,L1164
1 314 900 000.0,2 300 000.0,1 315 100 000,2 200 000,,9.63E-11,AAA,102 823.9094871,-,102 823.917091,4d,2D,5/2,4f,2F°,7/2,,T7771,L1164
,,,,,,,,,,,,,,,,,,
1 749 170 000.0,40 000.0,1 749 170 000,40 000,,,,[107 965.0491583],-,[107 965.0548753],8p,2P°,1/2,8p,2P°,3/2,UT,,L15291c34
2 214 300 000.0,700 000.0,2 214 300 000,600 000,,,,[106 632.1620536],-,106 632.1665697,6d,2D,3/2,6d,2D,5/2,UT,,L15291c35
2 251 000 000.0,10 000 000.0,2 253 000 000,300 000,,,,102 823.8485825,-,102 823.8530211,4p,2P°,1/2,4s,2S,1/2,,,L1164
2 490 510 000.0,60 000.0,2 487 560 000,60 000,,,,[108 324.72016],-,[108 324.72418],9p,2P°,1/2,9p,2P°,3/2,UT,,L15291c34
2 560 000 000.0,30 000 000.0,2 560 000 000,30 000 000,,4.66E-11,AAA,[105 291.659796],-,105 291.66370,5d,2D,5/2,5f,2F°,7/2,,T7771,L1164
,,,,,,,,,,,,,,,,,,
3 416 340 000.0,80 000.0,3 412 970 000,80 000,,,,[108 581.99051],-,[108 581.99344],10p,2P°,1/2,10p,2P°,3/2,UT,,L15291c34
3 515 800 000.0,800 000.0,3 516 200 000,900 000,,,,[107 440.447022],-,[107 440.449866],7d,2D,3/2,7d,2D,5/2,UT,,L15291c35
4 395 700 000.0,1 200 000.0,4 405 300 000,1 200 000,,,,105 291.62867,-,[105 291.63094],5p,2P°,1/2,5s,2S,1/2,,,L15291c33
4 547 150 000.0,110 000.0,4 545 450 000,100 000,,,,[108 772.34135],-,[108 772.34355],11p,2P°,1/2,11p,2P°,3/2,UT,,L15291c34
,,5 247 300 000,800 000,,,,107 965.0548660,-,107 965.05677174,8d,2D,3/2,8d,2D,5/2,UT,,
,,,,,,,,,,,,,,,,,,
5 903 450 000.0,140 000.0,5 917 160 000,140 000,,,,[108 917.11870],-,[108 917.12039],12p,2P°,1/2,12p,2P°,3/2,UT,,L15291c34
7 470 300 000.0,2 000 000.0,7 468 300 000,2 200 000,,,,[108 324.724162],-,[108 324.725501],9d,2D,3/2,9d,2D,5/2,UT,,L15291c35
7 591 000 000.0,4 000 000.0,7 591 000 000,5 000 000,,,,[106 632.1485242],-,106 632.1498416,6p,2P°,1/2,6s,2S,1/2,,,L15291c33
10 247 000 000.0,5 000 000.0,10 247 000 000,4 000 000,,,,[108 581.9934250],-,108 581.9944009,10d,2D,3/2,10d,2D,5/2,UT,,L15291c35
12 049 000 000.0,10 000 000.0,12 048 000 000,10 000 000,,,,[107 440.43850],-,[107 440.43933],7p,2P°,1/2,7s,2S,1/2,,,L15291c33
,,,,,,,,,,,,,,,,,,
13 637 000 000.0,9 000 000.0,13 624 000 000,9 000 000,,,,[108 772.343536],-,[108 772.344270],11d,2D,3/2,11d,2D,5/2,UT,,L15291c35
,,17 708 000 000,13 000 000,,,,108 917.1203787,-,108 917.12094342,12d,2D,3/2,12d,2D,5/2,UT,,
17 980 000 000.0,17 000 000.0,17 979 000 000,16 000 000,,,,[107 965.0491583],-,107 965.0497145,8p,2P°,1/2,8s,2S,1/2,,,L15291c33
25 590 000 000.0,30 000 000.0,25 640 000 000,30 000 000,,,,[108 324.72016],-,[108 324.72055],9p,2P°,1/2,9s,2S,1/2,,,L15291c33
35 100 000 000.0,50 000 000.0,34 480 000 000,50 000 000,,,,[108 581.99051],-,[108 581.99080],10p,2P°,1/2,10s,2S,1/2,,,L15291c33
,,,,,,,,,,,,,,,,,,
46 710 000 000.0,70 000 000.0,45 450 000 000,60 000 000,,,,[108 772.34135],-,[108 772.34157],11p,2P°,1/2,11s,2S,1/2,,,L15291c33
55 000 000 000.0,9 000 000 000.0,56 000 000 000,6 000 000 000,,,,97 492.319433,-,97 492.319611,3d,2D,3/2,3p,2P°,3/2,,,L4386
60 640 000 000.0,90 000 000.0,62 500 000 000,90 000 000,,,,[108 917.11870],-,[108 917.11886],12p,2P°,1/2,12s,2S,1/2,,,L15291c33
